Tree,Sampled_by,Sampling_date,Latitude,Longitude
O5,Sara_Camy_Sonja,2023-05-28,64.47334,14.1853
O6,Sara_Camy_Sonja,2023-05-28,64.46591,14.22527
O7,Sara_Camy_Sonja,2023-05-28,64.43778,14.29953
O8,Sara_Camy_Sonja,2023-05-28,64.43179,14.31614
O9,Sara_Camy_Sonja,2023-05-28,64.40234,14.34853
O10,Sara_Camy_Sonja,2023-05-29,64.38998,14.41434
O11,Sara_Camy_Sonja,2023-05-29,64.39019,14.44881
O12,Sara_Camy_Sonja,2023-05-29,64.3947,14.4861
O13,Sara_Camy_Sonja,2023-05-29,64.38693,14.53039
O14,Sara_Camy_Sonja,2023-05-29,64.38171,14.56127
O15,Sara_Camy_Sonja,2023-05-29,64.37344,14.6491
O16,Sara_Camy_Sonja,2023-05-29,64.35902,14.67406
O17,Sara_Camy_Sonja,2023-05-29,64.34893,14.69279
O18,Sara_Camy_Sonja,2023-05-29,64.34736,14.78037
O19,Sara_Camy_Sonja,2023-05-29,64.24572,14.82040
O20,Sara_Camy_Sonja,2023-05-29,64.33955,14.8374
O21,Sara_Camy_Sonja,2023-05-29,64.33935,14.92373
O22,Sara_Camy_Sonja,2023-05-29,64.33852,14.95399
O23,Sara_Camy_Sonja,2023-05-29,64.33726,14.98876
O24,Sara_Camy_Sonja,2023-05-29,64.33652,15.00768
O25,Sara_Camy_Sonja,2023-05-29,64.34476,15.04621
O26,Sara_Camy_Sonja,2023-05-29,64.34639,15.09186
O27,Sara_Camy_Sonja,2023-05-29,64.34299,15.12174
O28,Sara_Camy_Sonja,2023-05-29,64.33410,15.16473
O29,Sara_Camy_Sonja,2023-05-29,64.32621,15.17524
O30,Sara_Camy_Sonja,2023-05-29,64.31441,15.21271
O31,Sara_Camy_Sonja,2023-05-29,64.30813,15.23836
O32,Sara_Camy_Sonja,2023-05-29,64.30577,15.27480
O33,Sara_Camy_Sonja,2023-05-29,64.30325,15.30586
O34,Sara_Camy_Sonja,2023-05-29,64.27380,15.37949
O35,Sara_Camy_Sonja,2023-05-29,64.26325,15.39614
O36,Sara_Camy_Sonja,2023-05-29,64.23458,15.56862
O37,Sara_Camy_Sonja,2023-05-29,64.23278,15.59238
O38,Sara_Camy_Sonja,2023-05-29,64.22964,15.64204
O39,Sara_Camy_Sonja,2023-05-29,64.22114,15.65176
O40,Sara_Camy_Sonja,2023-05-29,64.21181,15.66794
O41,Sara_Camy_Sonja,2023-05-29,64.20324,15.67284
O42,Sara_Camy_Sonja,2023-05-29,64.19445,15.68147
O43,Sara_Camy_Sonja,2023-05-30,64.18699,15.69263
O44,Sara_Camy_Sonja,2023-05-30,64.18018,15.71125
O45,Sara_Camy_Sonja,2023-05-30,64.18167,15.73450
O46,Sara_Camy_Sonja,2023-05-30,64.19345,15.75610
O47,Sara_Camy_Sonja,2023-05-30,64.20287,15.76797
O48,Sara_Camy_Sonja,2023-05-30,64.20487,15.78502
O49,Sara_Camy_Sonja,2023-05-30,64.21537,15.84985
O50,Sara_Camy_Sonja,2023-05-30,64.19652,15.88398
O51,Sara_Camy_Sonja,2023-05-30,64.18313,15.92219
O52,Sara_Camy_Sonja,2023-05-30,64.17056,15.95549
O53,Sara_Camy_Sonja,2023-05-30,64.16033,16.01959
O54,Sara_Camy_Sonja,2023-05-30,64.14346,16.06132
O55,Sara_Camy_Sonja,2023-05-30,64.11665,16.10924
P1,Tiggy,2023-05-20,64.174700000,17.295650000
P2,Tiggy,2023-05-20,64.177030000,17.286570000
P3,Tiggy,2023-05-20,64.184470000,17.239640000
P4,Tiggy,2023-05-20,64.169110000,17.315720000
P5,Tiggy,2023-05-20,64.183900000,17.200060000
P6,Tiggy,2023-05-20,64.186550000,17.178240000
P7,Tiggy,2023-05-20,64.191980000,17.089720000
P8,Tiggy,2023-05-20,64.189970000,17.104660000
P9,Tiggy,2023-05-20,64.195030000,17.078780000
P10,Tiggy,2023-05-20,64.207020000,16.999820000
P11,Tiggy,2023-05-20,64.223080000,16.866100000
P12,Tiggy,2023-05-20,64.227390000,16.841320000
P13,Tiggy,2023-05-20,64.232540000,16.805770000
P14,Tiggy,2023-05-20,64.241900000,16.787470000
P15,Tiggy,2023-05-21,64.123760000,16.212250000
P16,Tiggy,2023-05-21,64.130620000,16.224990000
P17,Tiggy,2023-05-21,64.140410000,16.220780000
P18,Tiggy,2023-05-21,64.146160000,16.239450000
P19,Tiggy,2023-05-21,64.148080000,16.257390000
P20,Tiggy,2023-05-21,64.165810000,16.277910000
P21,Tiggy,2023-05-21,64.178460000,16.297670000
P22,Tiggy,2023-05-21,64.189890000,16.303780000
P23,Tiggy,2023-05-21,64.215443800,16.286809200
P24,Tiggy,2023-05-21,64.222540000,16.298060000
P25,Tiggy,2023-05-21,64.232860000,16.308820000
P26,Tiggy,2023-05-21,64.260000000,16.375900000
P27,Tiggy,2023-05-21,64.249020000,16.504150000
P28,Tiggy,2023-05-21,64.248620000,16.530300000
P29,Tiggy,2023-05-21,64.252760000,16.550940000
P30,Tiggy,2023-05-21,64.250860000,16.582640000
P31,Tiggy,2023-06-04,64.174680000,17.363300000
P32,Tiggy,2023-06-04,64.185060000,17.348840000
P33,Tiggy,2023-06-04,64.211280000,17.314710000
P34,Tiggy,2023-06-04,64.205060000,17.324160000
P35,Tiggy,2023-06-04,64.238230000,17.286160000
P36,Tiggy,2023-06-04,64.249650000,17.276580000
P37,Tiggy,2023-06-04,64.239140000,17.285000000
P38,Tiggy,2023-06-04,64.272840000,17.275300000
P39,Tiggy,2023-06-04,64.324450000,17.255460000
P40,Tiggy,2023-06-04,64.310750000,17.236210000
P41,Tiggy,2023-06-04,64.317480000,17.197070000
P42,Tiggy,2023-06-04,64.319260000,17.126570000
P43,Tiggy,2023-06-04,64.316500000,17.142640000
P44,Tiggy,2023-06-04,64.321600000,17.102630000
P45,Tiggy,2023-06-04,64.436010000,16.788630000
P46,Tiggy,2023-06-05,64.412210000,16.741640000
P47,Tiggy,2023-06-05,64.417250000,16.745320000
P48,Tiggy,2023-06-05,64.406650000,16.735280000
P49,Tiggy,2023-06-05,64.399400000,16.727610000
P50,Tiggy,2023-06-05,64.384560000,16.713880000
P51,Tiggy,2023-06-05,64.351380000,16.669970000
P52,Tiggy,2023-06-05,64.345790000,16.654500000
P53,Tiggy,2023-06-05,64.338350000,16.638310000
P54,Tiggy,2023-06-05,64.327650000,16.629340000
P55,Tiggy,2023-06-05,64.320780000,16.615180000
Q1,Stephan_Anne_Niels,2023-05-19,63.93143,19.01664
Q2,Stephan_Anne_Niels,2023-05-19,63.93181,18.95889
Q3,Stephan_Anne_Niels,2023-05-19,63.93752,18.93396
Q4,Stephan_Anne_Niels,2023-05-19,63.95003,18.90363
Q5,Stephan_Anne_Niels,2023-05-19,63.95359,18.88461
Q6,Stephan_Anne_Niels,2023-05-19,63.96307,18.85116
Q7,Stephan_Anne_Niels,2023-05-19,63.98652,18.80528
Q8,Stephan_Anne_Niels,2023-05-19,63.99081,18.79932
Q9,Stephan_Anne_Niels,2023-05-19,64.00110,18.77707
Q10,Stephan_Anne_Niels,2023-05-19,63.99999,18.73997
Q11,Stephan_Anne_Niels,2023-05-19,64.00876,18.71698
Q12,Stephan_Anne_Niels,2023-05-19,64.01162,18.70354
Q13,Stephan_Anne_Niels,2023-05-19,64.01616,18.68581
Q14,Stephan_Anne_Niels,2023-05-19,64.02860,18.63437
Q15,Stephan_Anne_Niels,2023-05-19,64.03513,18.61381
Q16,Stephan_Anne_Niels,2023-05-19,64.03931,18.59026
Q17,Stephan_Anne_Niels,2023-05-19,64.05406,18.53853
Q18,Stephan_Anne_Niels,2023-05-19,64.05770,18.51797
Q19,Stephan_Anne_Niels,2023-05-19,64.07807,18.40037
Q20,Stephan_Anne_Niels,2023-05-19,64.08624,18.39664
Q21,Stephan_Anne_Niels,2023-05-19,64.09173,18.37503
Q22,Stephan_Anne_Niels,2023-05-19,64.11787,18.36166
Q23,Stephan_Anne_Niels,2023-05-19,64.13275,18.35904
Q24,Stephan_Anne_Niels,2023-05-19,64.13238,18.35951
Q25,Stephan_Anne_Niels,2023-05-19,64.16449,18.50278
Q26,Stephan_Anne_Niels,2023-05-19,64.16110,18.52428
Q27,Stephan_Anne_Niels,2023-05-19,64.16355,18.55650
Q28,Stephan_Anne_Niels,2023-05-19,64.17052,18.57264
Q29,Stephan_Anne_Niels,2023-05-19,64.20983,18.69332
Q30,Stephan_Anne_Niels,2023-05-19,64.21641,18.81809
Q31,Stephan_Anne_Niels,2023-05-21,64.08298,18.32204
Q32,Stephan_Anne_Niels,2023-05-21,64.08174,18.27345
Q33,Stephan_Anne_Niels,2023-05-21,64.14129,18.01596
Q34,Stephan_Anne_Niels,2023-05-21,64.14744,17.92581
Q35,Stephan_Anne_Niels,2023-05-21,64.14948,17.88869
Q36,Stephan_Anne_Niels,2023-05-21,64.15388,17.86621
Q37,Stephan_Anne_Niels,2023-05-21,64.15603,17.84565
Q38,Stephan_Anne_Niels,2023-05-21,64.16506,17.81570
Q39,Stephan_Anne_Niels,2023-05-21,64.19841,17.75243
Q40,Stephan_Anne_Niels,2023-05-21,64.17854,17.43040
Q41,Stephan_Anne_Niels,2023-05-21,64.17255,17.39632
Q42,Stephan_Anne_Niels,2023-05-21,64.23616,17.55068
Q43,Stephan_Anne_Niels,2023-05-21,64.25255,17.55023
Q44,Stephan_Anne_Niels,2023-05-21,64.27951,17.60759
Q45,Stephan_Anne_Niels,2023-05-21,64.28670,17.62470
Q46,Stephan_Anne_Niels,2023-05-21,64.30784,17.69218
Q47,Stephan_Anne_Niels,2023-05-21,64.32263,17.71515
Q48,Stephan_Anne_Niels,2023-05-21,64.33696,17.76047
Q49,Stephan_Anne_Niels,2023-05-21,64.35017,17.83089
Q50,Stephan_Anne_Niels,2023-05-21,64.47611,18.24216
Q51,Stephan_Anne_Niels,2023-05-21,64.50912,18.32269
Q52,Stephan_Anne_Niels,2023-05-21,64.51126,18.35495
Q53,Stephan_Anne_Niels,2023-05-21,64.53983,18.49955
Q54,Stephan_Anne_Niels,2023-05-21,64.55174,18.50891
Q55,Stephan_Anne_Niels,2023-05-21,64.56654,18.59753
Q56,Stephan_Anne_Niels,2023-05-21,64.57263,18.63647
Q57,Stephan_Anne_Niels,2023-05-21,64.49738,18.89805
Q58,Stephan_Anne_Niels,2023-05-21,64.48301,18.89944
Q59,Stephan_Anne_Niels,2023-05-21,64.43040,18.97628
Q60,Stephan_Anne_Niels,2023-05-21,64.41814,19.00714
R1,Sonja_Siamsa,2023-05-11,64.051070000,19.045690000
R2,Sonja_Siamsa,2023-05-11,64.062560000,19.036470000
R3,Sonja_Siamsa,2023-05-11,64.074560000,19.022050000
R4,Sonja_Siamsa,2023-05-11,64.112750000,19.003560000
R5,Sonja_Siamsa,2023-05-11,64.118450000,19.015770000
R6,Sonja_Siamsa,2023-05-11,64.129920000,18.995790000
R7,Sonja_Siamsa,2023-05-11,64.164800000,19.032390000
R8,Sonja_Siamsa,2023-05-11,64.179150000,19.041630000
R9,Sonja_Siamsa,2023-05-11,64.201690000,19.077040000
R10,Sonja_Siamsa,2023-05-11,64.185150000,19.156530000
R11,Sonja_Siamsa,2023-05-11,64.181400000,19.193090000
R12,Sonja_Siamsa,2023-05-11,64.166600000,19.273840000
R13,Sonja_Siamsa,2023-05-11,64.151030000,19.305410000
R14,Sonja_Siamsa,2023-05-11,64.158610000,19.365510000
R15,Sonja_Siamsa,2023-05-11,64.167370000,19.386980000
R16,Sonja_Siamsa,2023-05-11,64.185330000,19.402110000
R17,Sonja_Siamsa,2023-05-12,64.073870000,19.606340000
R18,Sonja_Siamsa,2023-05-12,64.081180000,19.618120000
R19,Sonja_Siamsa,2023-05-12,64.114810000,19.687200000
R20,Sonja_Siamsa,2023-05-12,64.129400000,19.684770000
R21,Sonja_Siamsa,2023-05-12,64.093130000,19.704090000
R22,Sonja_Siamsa,2023-05-12,64.092760000,19.786930000
R23,Sonja_Siamsa,2023-05-12,64.099960000,19.829740000
R24,Sonja_Siamsa,2023-05-12,64.099490000,19.852740000
R25,Sonja_Siamsa,2023-05-12,64.092500000,19.928310000
R26,Sonja_Siamsa,2023-05-12,64.096950000,19.955520000
R27,Sonja_Siamsa,2023-05-12,64.106740000,19.961870000
R28,Sonja_Siamsa,2023-05-12,64.101610000,19.991220000
R29,Sonja_Siamsa,2023-05-12,64.097270000,20.010160000
R30,Sonja_Siamsa,2023-05-12,64.082420000,20.032760000
R31,Sonja_Siamsa,2023-05-12,64.072310000,20.050610000
R32,Sonja_Siamsa,2023-05-12,64.067440000,45060.000000000
R33,Sonja_Siamsa,2023-05-12,64.037900000,20.060440000
R34,Sonja_Siamsa,2023-05-12,64.031190000,20.083900000
R35,Sonja_Siamsa,2023-05-12,63.994610000,20.109760000
R36,Sonja_Siamsa,2023-05-12,63.984810000,20.121880000
R37,Sonja_Siamsa,2023-05-12,63.966310000,20.117880000
R38,Sonja_Siamsa,2023-05-12,63.924880000,20.184930000
R39,Tiggy,2023-05-14,64.075660000,20.151840000
R40,Tiggy,2023-05-14,64.080700000,20.184690000
R41,Tiggy,2023-05-14,64.072840000,20.209070000
R42,Tiggy,2023-05-14,64.074970000,20.207530000
R43,Tiggy,2023-05-14,64.065900000,20.203360000
R44,Tiggy,2023-05-14,64.028000000,20.240670000
R45,Tiggy,2023-05-14,64.005370000,20.195930000
R46,Tiggy,2023-05-14,63.977770000,20.261990000
R47,Tiggy,2023-05-14,63.964790000,20.284460000
R48,Tiggy,2023-05-14,63.929890000,20.297170000
R49,Tiggy,2023-05-14,63.967390000,20.349380000
R50,Tiggy,2023-05-14,63.947100000,20.299220000
R51,Sonja,2023-05-26,63.829930000,20.163360000
R52,Sonja,2023-05-26,63.829310000,20.190420000
R53,Sonja,2023-05-26,63.827580000,20.220210000
R54,Sonja,2023-05-26,63.821830000,20.298480000
R55,Sonja,2023-05-26,63.816970000,20.325840000
S81,Sonja,2023-05-13,64.418300000,16.420800000
S82,Sonja,2023-05-14,64.395300000,16.436400000
S83,Sonja,2023-05-13,64.385600000,16.439400000
S84,Sonja,2023-05-14,64.374200000,16.446100000
S85,Sonja,2023-05-13,64.365000000,16.446100000
S86,Sonja,2023-05-14,64.348600000,16.414400000
S87,Sonja,2023-05-13,64.340600000,16.399200000
S88,Sonja,2023-05-14,64.335800000,16.373600000
S89,Sonja,2023-05-14,64.330300000,16.311900000
S90,Sonja,2023-05-14,64.357200000,16.695800000
S91,Sonja,2023-05-13,63.944700000,20.594200000
S92,Sonja,2023-05-14,63.955000000,20.626100000
S93,Sonja,2023-05-14,63.984400000,20.613100000
S94,Sonja,2023-05-13,63.966900000,20.672200000
S95,Sonja,2023-05-13,63.971700000,20.687500000
S96,Sonja,2023-05-13,63.978100000,20.705600000
S97,Sonja,2023-05-14,63.883100000,20.553600000
S98,Sonja,2023-05-14,63.865600000,20.498600000
S99,Sonja,2023-05-13,63.885600000,20.629700000
S100,Sonja,2023-05-14,63.876100000,20.701900000
S101,Sonja,2023-05-14,66.050600000,18.447500000
S103,Sonja,2023-05-13,66.024700000,18.574200000
S104,Sonja,2023-05-14,66.032500000,18.657200000
S105,Sonja,2023-05-14,66.176400000,18.659700000
S106,Sonja,2023-05-14,66.231700000,18.608600000
S108,Sonja,2023-05-13,66.374700000,18.203600000
S110,Sonja,2023-05-14,66.259200000,18.000000000
S111,Sonja,2023-05-14,65.670300000,21.898600000
S112,Sonja,2023-05-14,65.660800000,21.986900000
S113,Sonja,2023-05-13,65.698900000,22.117500000
S114,Sonja,2023-05-13,65.554400000,22.393900000
S116,Sonja,2023-05-14,65.559400000,22.370800000
Z1,Tiggy ,2023-06-02,65.254766000,14.387466000
Z4,Tiggy ,2023-06-09,65.225894000,14.407098000
Z9,Tiggy ,2023-06-09,64.950858000,14.075965000
Z12,Tiggy ,2023-06-09,64.848470000,13.922675000
Z14,Tiggy ,2023-06-09,64.842391000,14.374058000
ZV,Tiggy ,2023-06-09,64.209233000,19.800977000
X101,Marta_Bertold,2023-05-30,65.668663300,20.244542200
X102,Marta_Bertold,2023-05-30,65.674920500,20.265598200
X103,Marta_Bertold,2023-05-30,65.679727500,20.298128000
X104,Marta_Bertold,2023-05-30,65.677963600,20.347289200
X105,Marta_Bertold,2023-05-30,65.697818100,20.529568800
X106,Marta_Bertold,2023-05-30,65.688558900,20.700079800
X107,Marta_Bertold,2023-05-30,65.678255900,20.753884900
X108,Marta_Bertold,2023-05-30,65.677828700,20.825597200
X109,Marta_Bertold,2023-05-30,65.670693600,20.957141700
X110,Marta_Bertold,2023-05-29,64.232571600,21.011888300
X111,Marta_Bertold,2023-05-29,64.203786000,20.862152000
X112,Marta_Bertold,2023-05-29,64.198554900,20.788248400
X113,Marta_Bertold,2023-05-29,64.169887400,20.707777800
X114,Marta_Bertold,2023-05-29,64.140076200,20.624043900
X115,Marta_Bertold,2023-05-29,64.133903400,20.563573200
X201,Nazeer_Heba,2023-06-09,65.804570000,16.945320000
X202,Nazeer_Heba,2023-06-09,65.809420000,16.917960000
X203,Nazeer_Heba,2023-06-09,65.820660000,16.763900000
X204,Nazeer_Heba,2023-06-09,65.826120000,16.648380000
X205,Nazeer_Heba,2023-06-09,65.962110000,16.210740000
X206,Nazeer_Heba,2023-06-09,65.961230000,16.137113000
X207,Nazeer_Heba,2023-06-09,65.853480000,16.507690000
X208,Nazeer_Heba,2023-06-09,65.788340000,16.986700000
X209,Nazeer_Heba,2023-06-09,65.778990000,17.011680000
X210,Nazeer_Heba,2023-06-09,65.781810000,16.999860000
X211,Nazeer_Heba,2023-06-09,65.744550000,17.108890000
X212,Nazeer_Heba,2023-06-09,65.686170000,17.330650000
X213,Nazeer_Heba,2023-06-09,65.655160000,17.453060000
X214,Nazeer_Heba,2023-06-09,65.655880000,17.449590000
X215,Nazeer_Heba,2023-06-09,65.657460000,17.439780000
X216,Nazeer_Heba,2023-06-09,65.525310000,17.470260000
X217,Nazeer_Heba,2023-06-09,65.517090000,17.562460000
X218,Nazeer_Heba,2023-06-09,65.641880000,17.414470000
X219,Nazeer_Heba,2023-06-09,65.647560000,17.381150000
X220,Nazeer_Heba,2023-06-09,65.658680000,17.363070000
X221,Nazeer_Heba,2023-06-09,65.662680000,17.348670000
X222,Nazeer_Heba,2023-06-09,65.671390000,17.287200000
X501,Mikko_Max,2026-06-09,65.155473000,16.311200000
X502,Mikko_Max,2026-06-09,65.172902000,16.467235000
X503,Mikko_Max,2026-06-09,65.112112000,16.546548000
X504,Mikko_Max,2026-06-09,65.087012000,16.747002000
X505,Mikko_Max,2026-06-09,65.054017000,16.928773000
X506,Mikko_Max,2026-06-09,65.023465000,17.063937000
X507,Mikko_Max,2026-06-09,64.967888000,17.085680000
X508,Mikko_Max,2026-06-09,64.901565000,16.997052000
X509,Mikko_Max,2026-06-09,64.833518000,16.943350000
X510,Mikko_Max,2026-06-09,64.767060000,16.747443000
X511,Mikko_Max,2026-06-09,64.682442000,16.728365000
X512,Mikko_Max,2026-06-09,64.619868000,16.706153000
X513,Mikko_Max,2026-06-09,64.625741000,16.864803000
X514,Mikko_Max,2026-06-09,64.650278000,16.991528000
X515,Mikko_Max,2026-06-09,64.658156000,17.095496000
